"","condition","stimulus_number","trial_number","block_number","sequence","stimulus_position_in_trial","stimulus_id","stimulus_trigger_code","sequence_id","block_id"
"1558","unstructured",1558,193,6,"C3.F.E1.C2.F.A2.D.B.",3,"E1",21,32,7
"1559","unstructured",1559,193,6,"C3.F.E1.C2.F.A2.D.B.",4,"C2",12,32,7
"1560","unstructured",1560,193,6,"C3.F.E1.C2.F.A2.D.B.",5,"F",24,32,7
"1561","unstructured",1561,193,6,"C3.F.E1.C2.F.A2.D.B.",6,"A2",2,32,7
"1562","unstructured",1562,193,6,"C3.F.E1.C2.F.A2.D.B.",7,"D",14,32,7
"1563","unstructured",1563,193,6,"C3.F.E1.C2.F.A2.D.B.",8,"B",4,32,7
"1564","unstructured",1564,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"1565","unstructured",1565,194,6,"D.C2.F.E3.A2.F.B.C1.",1,"D",14,29,7
"1566","unstructured",1566,194,6,"D.C2.F.E3.A2.F.B.C1.",2,"C2",12,29,7
"1567","unstructured",1567,194,6,"D.C2.F.E3.A2.F.B.C1.",3,"F",24,29,7
"1568","unstructured",1568,194,6,"D.C2.F.E3.A2.F.B.C1.",4,"E3",23,29,7
"1569","unstructured",1569,194,6,"D.C2.F.E3.A2.F.B.C1.",5,"A2",2,29,7
"1570","unstructured",1570,194,6,"D.C2.F.E3.A2.F.B.C1.",6,"F",24,29,7
"1571","unstructured",1571,194,6,"D.C2.F.E3.A2.F.B.C1.",7,"B",4,29,7
"1572","unstructured",1572,194,6,"D.C2.F.E3.A2.F.B.C1.",8,"C1",11,29,7
"1573","unstructured",1573,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"1574","unstructured",1574,195,6,"E3.C2.E3.F.D.F.D.C3.",1,"E3",23,33,7
"1575","unstructured",1575,195,6,"E3.C2.E3.F.D.F.D.C3.",2,"C2",12,33,7
"1576","unstructured",1576,195,6,"E3.C2.E3.F.D.F.D.C3.",3,"E3",23,33,7
"1577","unstructured",1577,195,6,"E3.C2.E3.F.D.F.D.C3.",4,"F",24,33,7
"1578","unstructured",1578,195,6,"E3.C2.E3.F.D.F.D.C3.",5,"D",14,33,7
"1579","unstructured",1579,195,6,"E3.C2.E3.F.D.F.D.C3.",6,"F",24,33,7
"1580","unstructured",1580,195,6,"E3.C2.E3.F.D.F.D.C3.",7,"D",14,33,7
"1581","unstructured",1581,195,6,"E3.C2.E3.F.D.F.D.C3.",8,"C3",13,33,7
"1582","unstructured",1582,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"1583","unstructured",1583,196,6,"B.D.E1.D.A1.E2.B.A2.",1,"B",4,20,7
"1584","unstructured",1584,196,6,"B.D.E1.D.A1.E2.B.A2.",2,"D",14,20,7
"1585","unstructured",1585,196,6,"B.D.E1.D.A1.E2.B.A2.",3,"E1",21,20,7
"1586","unstructured",1586,196,6,"B.D.E1.D.A1.E2.B.A2.",4,"D",14,20,7
