"","condition","stimulus_number","trial_number","block_number","sequence","stimulus_position_in_trial","stimulus_id","stimulus_trigger_code","sequence_id","block_id"
"63","unstructured",63,8,1,"F.E2.D.A3.E2.B.C3.B.",4,"A3",3,22,14
"64","unstructured",64,8,1,"F.E2.D.A3.E2.B.C3.B.",5,"E2",22,22,14
"65","unstructured",65,8,1,"F.E2.D.A3.E2.B.C3.B.",6,"B",4,22,14
"66","unstructured",66,8,1,"F.E2.D.A3.E2.B.C3.B.",7,"C3",13,22,14
"67","unstructured",67,8,1,"F.E2.D.A3.E2.B.C3.B.",8,"B",4,22,14
"68","unstructured",68,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"69","unstructured",69,9,1,"C1.B.F.E1.D.A1.",1,"C1",11,8,14
"70","unstructured",70,9,1,"C1.B.F.E1.D.A1.",2,"B",4,8,14
"71","unstructured",71,9,1,"C1.B.F.E1.D.A1.",3,"F",24,8,14
"72","unstructured",72,9,1,"C1.B.F.E1.D.A1.",4,"E1",21,8,14
"73","unstructured",73,9,1,"C1.B.F.E1.D.A1.",5,"D",14,8,14
"74","unstructured",74,9,1,"C1.B.F.E1.D.A1.",6,"A1",1,8,14
"75","unstructured",75,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"76","unstructured",76,10,1,"C2.D.C2.E3.A2.B.A2.F.",1,"C2",12,19,14
"77","unstructured",77,10,1,"C2.D.C2.E3.A2.B.A2.F.",2,"D",14,19,14
"78","unstructured",78,10,1,"C2.D.C2.E3.A2.B.A2.F.",3,"C2",12,19,14
"79","unstructured",79,10,1,"C2.D.C2.E3.A2.B.A2.F.",4,"E3",23,19,14
"80","unstructured",80,10,1,"C2.D.C2.E3.A2.B.A2.F.",5,"A2",2,19,14
"81","unstructured",81,10,1,"C2.D.C2.E3.A2.B.A2.F.",6,"B",4,19,14
"82","unstructured",82,10,1,"C2.D.C2.E3.A2.B.A2.F.",7,"A2",2,19,14
"83","unstructured",83,10,1,"C2.D.C2.E3.A2.B.A2.F.",8,"F",24,19,14
"84","unstructured",84,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"85","unstructured",85,11,1,"F.E2.C2.B.E2.A2.D.B.",1,"F",24,18,14
"86","unstructured",86,11,1,"F.E2.C2.B.E2.A2.D.B.",2,"E2",22,18,14
"87","unstructured",87,11,1,"F.E2.C2.B.E2.A2.D.B.",3,"C2",12,18,14
"88","unstructured",88,11,1,"F.E2.C2.B.E2.A2.D.B.",4,"B",4,18,14
"89","unstructured",89,11,1,"F.E2.C2.B.E2.A2.D.B.",5,"E2",22,18,14
"90","unstructured",90,11,1,"F.E2.C2.B.E2.A2.D.B.",6,"A2",2,18,14
"91","unstructured",91,11,1,"F.E2.C2.B.E2.A2.D.B.",7,"D",14,18,14
"92","unstructured",92,11,1,"F.E2.C2.B.E2.A2.D.B.",8,"B",4,18,14
"93","unstructured",93,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"94","unstructured",94,12,1,"E1.D.B.F.",1,"E1",21,1,14
"95","unstructured",95,12,1,"E1.D.B.F.",2,"D",14,1,14
"96","unstructured",96,12,1,"E1.D.B.F.",3,"B",4,1,14
"97","unstructured",97,12,1,"E1.D.B.F.",4,"F",24,1,14
"98","unstructured",98,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"99","unstructured",99,13,1,"E1.A1.B.C1.D.B.F.E3.",1,"E1",21,16,14
"100","unstructured",100,13,1,"E1.A1.B.C1.D.B.F.E3.",2,"A1",1,16,14
"101","unstructured",101,13,1,"E1.A1.B.C1.D.B.F.E3.",3,"B",4,16,14
"102","unstructured",102,13,1,"E1.A1.B.C1.D.B.F.E3.",4,"C1",11,16,14
"103","unstructured",103,13,1,"E1.A1.B.C1.D.B.F.E3.",5,"D",14,16,14
"104","unstructured",104,13,1,"E1.A1.B.C1.D.B.F.E3.",6,"B",4,16,14
"105","unstructured",105,13,1,"E1.A1.B.C1.D.B.F.E3.",7,"F",24,16,14
"106","unstructured",106,13,1,"E1.A1.B.C1.D.B.F.E3.",8,"E3",23,16,14
"107","unstructured",107,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"108","unstructured",108,14,1,"A2.B.D.C2.F.D.E1.F.",1,"A2",2,25,14
"109","unstructured",109,14,1,"A2.B.D.C2.F.D.E1.F.",2,"B",4,25,14
"110","unstructured",110,14,1,"A2.B.D.C2.F.D.E1.F.",3,"D",14,25,14
"111","unstructured",111,14,1,"A2.B.D.C2.F.D.E1.F.",4,"C2",12,25,14
"112","unstructured",112,14,1,"A2.B.D.C2.F.D.E1.F.",5,"F",24,25,14
"113","unstructured",113,14,1,"A2.B.D.C2.F.D.E1.F.",6,"D",14,25,14
"114","unstructured",114,14,1,"A2.B.D.C2.F.D.E1.F.",7,"E1",21,25,14
"115","unstructured",115,14,1,"A2.B.D.C2.F.D.E1.F.",8,"F",24,25,14
"116","unstructured",116,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"117","unstructured",117,15,1,"A3.D.F.C1.",1,"A3",3,2,14
"118","unstructured",118,15,1,"A3.D.F.C1.",2,"D",14,2,14
"119","unstructured",119,15,1,"A3.D.F.C1.",3,"F",24,2,14
"120","unstructured",120,15,1,"A3.D.F.C1.",4,"C1",11,2,14
"121","unstructured",121,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"122","unstructured",122,16,1,"A1.D.C1.F.C3.D.A3.F.",1,"A1",1,26,14
"123","unstructured",123,16,1,"A1.D.C1.F.C3.D.A3.F.",2,"D",14,26,14
"124","unstructured",124,16,1,"A1.D.C1.F.C3.D.A3.F.",3,"C1",11,26,14
"125","unstructured",125,16,1,"A1.D.C1.F.C3.D.A3.F.",4,"F",24,26,14
"126","unstructured",126,16,1,"A1.D.C1.F.C3.D.A3.F.",5,"C3",13,26,14
"127","unstructured",127,16,1,"A1.D.C1.F.C3.D.A3.F.",6,"D",14,26,14
"128","unstructured",128,16,1,"A1.D.C1.F.C3.D.A3.F.",7,"A3",3,26,14
"129","unstructured",129,16,1,"A1.D.C1.F.C3.D.A3.F.",8,"F",24,26,14
"130","unstructured",130,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"131","unstructured",131,17,1,"C2.A3.F.C3.A1.B.D.E3.",1,"C2",12,32,14
"132","unstructured",132,17,1,"C2.A3.F.C3.A1.B.D.E3.",2,"A3",3,32,14
"133","unstructured",133,17,1,"C2.A3.F.C3.A1.B.D.E3.",3,"F",24,32,14
"134","unstructured",134,17,1,"C2.A3.F.C3.A1.B.D.E3.",4,"C3",13,32,14
"135","unstructured",135,17,1,"C2.A3.F.C3.A1.B.D.E3.",5,"A1",1,32,14
"136","unstructured",136,17,1,"C2.A3.F.C3.A1.B.D.E3.",6,"B",4,32,14
"137","unstructured",137,17,1,"C2.A3.F.C3.A1.B.D.E3.",7,"D",14,32,14
"138","unstructured",138,17,1,"C2.A3.F.C3.A1.B.D.E3.",8,"E3",23,32,14
"139","unstructured",139,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"140","unstructured",140,18,1,"A2.D.E3.F.B.C3.",1,"A2",2,5,14
"141","unstructured",141,18,1,"A2.D.E3.F.B.C3.",2,"D",14,5,14
"142","unstructured",142,18,1,"A2.D.E3.F.B.C3.",3,"E3",23,5,14
"143","unstructured",143,18,1,"A2.D.E3.F.B.C3.",4,"F",24,5,14
"144","unstructured",144,18,1,"A2.D.E3.F.B.C3.",5,"B",4,5,14
"145","unstructured",145,18,1,"A2.D.E3.F.B.C3.",6,"C3",13,5,14
"146","unstructured",146,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"147","unstructured",147,19,1,"D.C2.A3.F.B.A2.E2.C1.",1,"D",14,29,14
"148","unstructured",148,19,1,"D.C2.A3.F.B.A2.E2.C1.",2,"C2",12,29,14
"149","unstructured",149,19,1,"D.C2.A3.F.B.A2.E2.C1.",3,"A3",3,29,14
"150","unstructured",150,19,1,"D.C2.A3.F.B.A2.E2.C1.",4,"F",24,29,14
"151","unstructured",151,19,1,"D.C2.A3.F.B.A2.E2.C1.",5,"B",4,29,14
"152","unstructured",152,19,1,"D.C2.A3.F.B.A2.E2.C1.",6,"A2",2,29,14
"153","unstructured",153,19,1,"D.C2.A3.F.B.A2.E2.C1.",7,"E2",22,29,14
"154","unstructured",154,19,1,"D.C2.A3.F.B.A2.E2.C1.",8,"C1",11,29,14
"155","unstructured",155,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"156","unstructured",156,20,1,"F.B.C2.E3.B.D.A1.E1.",1,"F",24,14,14
"157","unstructured",157,20,1,"F.B.C2.E3.B.D.A1.E1.",2,"B",4,14,14
"158","unstructured",158,20,1,"F.B.C2.E3.B.D.A1.E1.",3,"C2",12,14,14
"159","unstructured",159,20,1,"F.B.C2.E3.B.D.A1.E1.",4,"E3",23,14,14
"160","unstructured",160,20,1,"F.B.C2.E3.B.D.A1.E1.",5,"B",4,14,14
"161","unstructured",161,20,1,"F.B.C2.E3.B.D.A1.E1.",6,"D",14,14,14
"162","unstructured",162,20,1,"F.B.C2.E3.B.D.A1.E1.",7,"A1",1,14,14
"163","unstructured",163,20,1,"F.B.C2.E3.B.D.A1.E1.",8,"E1",21,14,14
"164","unstructured",164,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"165","unstructured",165,21,1,"D.F.A3.F.C2.D.",1,"D",14,9,14
"166","unstructured",166,21,1,"D.F.A3.F.C2.D.",2,"F",24,9,14
"167","unstructured",167,21,1,"D.F.A3.F.C2.D.",3,"A3",3,9,14
"168","unstructured",168,21,1,"D.F.A3.F.C2.D.",4,"F",24,9,14
"169","unstructured",169,21,1,"D.F.A3.F.C2.D.",5,"C2",12,9,14
"170","unstructured",170,21,1,"D.F.A3.F.C2.D.",6,"D",14,9,14
"171","unstructured",171,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"172","unstructured",172,22,1,"F.C3.F.A1.D.A2.D.C1.",1,"F",24,33,14
"173","unstructured",173,22,1,"F.C3.F.A1.D.A2.D.C1.",2,"C3",13,33,14
"174","unstructured",174,22,1,"F.C3.F.A1.D.A2.D.C1.",3,"F",24,33,14
"175","unstructured",175,22,1,"F.C3.F.A1.D.A2.D.C1.",4,"A1",1,33,14
"176","unstructured",176,22,1,"F.C3.F.A1.D.A2.D.C1.",5,"D",14,33,14
"177","unstructured",177,22,1,"F.C3.F.A1.D.A2.D.C1.",6,"A2",2,33,14
"178","unstructured",178,22,1,"F.C3.F.A1.D.A2.D.C1.",7,"D",14,33,14
"179","unstructured",179,22,1,"F.C3.F.A1.D.A2.D.C1.",8,"C1",11,33,14
"180","unstructured",180,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"181","unstructured",181,23,1,"D.C3.A1.C2.F.A3.",1,"D",14,12,14
"182","unstructured",182,23,1,"D.C3.A1.C2.F.A3.",2,"C3",13,12,14
"183","unstructured",183,23,1,"D.C3.A1.C2.F.A3.",3,"A1",1,12,14
"184","unstructured",184,23,1,"D.C3.A1.C2.F.A3.",4,"C2",12,12,14
"185","unstructured",185,23,1,"D.C3.A1.C2.F.A3.",5,"F",24,12,14
"186","unstructured",186,23,1,"D.C3.A1.C2.F.A3.",6,"A3",3,12,14
"187","unstructured",187,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"188","unstructured",188,24,1,"E2.A1.C2.E2.A3.B.C1.B.",1,"E2",22,17,14
"189","unstructured",189,24,1,"E2.A1.C2.E2.A3.B.C1.B.",2,"A1",1,17,14
"190","unstructured",190,24,1,"E2.A1.C2.E2.A3.B.C1.B.",3,"C2",12,17,14
"191","unstructured",191,24,1,"E2.A1.C2.E2.A3.B.C1.B.",4,"E2",22,17,14
"192","unstructured",192,24,1,"E2.A1.C2.E2.A3.B.C1.B.",5,"A3",3,17,14
"193","unstructured",193,24,1,"E2.A1.C2.E2.A3.B.C1.B.",6,"B",4,17,14
"194","unstructured",194,24,1,"E2.A1.C2.E2.A3.B.C1.B.",7,"C1",11,17,14
"195","unstructured",195,24,1,"E2.A1.C2.E2.A3.B.C1.B.",8,"B",4,17,14
"196","unstructured",196,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"197","unstructured",197,25,1,"C1.E3.B.A2.C1.A2.",1,"C1",11,11,14
"198","unstructured",198,25,1,"C1.E3.B.A2.C1.A2.",2,"E3",23,11,14
"199","unstructured",199,25,1,"C1.E3.B.A2.C1.A2.",3,"B",4,11,14
"200","unstructured",200,25,1,"C1.E3.B.A2.C1.A2.",4,"A2",2,11,14
"201","unstructured",201,25,1,"C1.E3.B.A2.C1.A2.",5,"C1",11,11,14
"202","unstructured",202,25,1,"C1.E3.B.A2.C1.A2.",6,"A2",2,11,14
"203","unstructured",203,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"204","unstructured",204,26,1,"A1.C1.E2.C3.A3.F.B.D.",1,"A1",1,31,14
"205","unstructured",205,26,1,"A1.C1.E2.C3.A3.F.B.D.",2,"C1",11,31,14
"206","unstructured",206,26,1,"A1.C1.E2.C3.A3.F.B.D.",3,"E2",22,31,14
"207","unstructured",207,26,1,"A1.C1.E2.C3.A3.F.B.D.",4,"C3",13,31,14
"208","unstructured",208,26,1,"A1.C1.E2.C3.A3.F.B.D.",5,"A3",3,31,14
"209","unstructured",209,26,1,"A1.C1.E2.C3.A3.F.B.D.",6,"F",24,31,14
"210","unstructured",210,26,1,"A1.C1.E2.C3.A3.F.B.D.",7,"B",4,31,14
"211","unstructured",211,26,1,"A1.C1.E2.C3.A3.F.B.D.",8,"D",14,31,14
"212","unstructured",212,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"213","unstructured",213,27,1,"B.A2.C3.E1.F.D.",1,"B",4,10,14
"214","unstructured",214,27,1,"B.A2.C3.E1.F.D.",2,"A2",2,10,14
"215","unstructured",215,27,1,"B.A2.C3.E1.F.D.",3,"C3",13,10,14
"216","unstructured",216,27,1,"B.A2.C3.E1.F.D.",4,"E1",21,10,14
"217","unstructured",217,27,1,"B.A2.C3.E1.F.D.",5,"F",24,10,14
"218","unstructured",218,27,1,"B.A2.C3.E1.F.D.",6,"D",14,10,14
"219","unstructured",219,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"220","unstructured",220,28,1,"B.F.E2.D.E3.B.F.D.",1,"B",4,13,14
"221","unstructured",221,28,1,"B.F.E2.D.E3.B.F.D.",2,"F",24,13,14
"222","unstructured",222,28,1,"B.F.E2.D.E3.B.F.D.",3,"E2",22,13,14
"223","unstructured",223,28,1,"B.F.E2.D.E3.B.F.D.",4,"D",14,13,14
"224","unstructured",224,28,1,"B.F.E2.D.E3.B.F.D.",5,"E3",23,13,14
"225","unstructured",225,28,1,"B.F.E2.D.E3.B.F.D.",6,"B",4,13,14
"226","unstructured",226,28,1,"B.F.E2.D.E3.B.F.D.",7,"F",24,13,14
"227","unstructured",227,28,1,"B.F.E2.D.E3.B.F.D.",8,"D",14,13,14
"228","unstructured",228,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"229","unstructured",229,29,1,"F.E1.A1.C1.D.B.A3.C3.",1,"F",24,24,14
"230","unstructured",230,29,1,"F.E1.A1.C1.D.B.A3.C3.",2,"E1",21,24,14
"231","unstructured",231,29,1,"F.E1.A1.C1.D.B.A3.C3.",3,"A1",1,24,14
"232","unstructured",232,29,1,"F.E1.A1.C1.D.B.A3.C3.",4,"C1",11,24,14
"233","unstructured",233,29,1,"F.E1.A1.C1.D.B.A3.C3.",5,"D",14,24,14
"234","unstructured",234,29,1,"F.E1.A1.C1.D.B.A3.C3.",6,"B",4,24,14
"235","unstructured",235,29,1,"F.E1.A1.C1.D.B.A3.C3.",7,"A3",3,24,14
"236","unstructured",236,29,1,"F.E1.A1.C1.D.B.A3.C3.",8,"C3",13,24,14
"237","unstructured",237,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"238","unstructured",238,30,1,"C2.B.E3.A3.B.E2.",1,"C2",12,6,14
"239","unstructured",239,30,1,"C2.B.E3.A3.B.E2.",2,"B",4,6,14
"240","unstructured",240,30,1,"C2.B.E3.A3.B.E2.",3,"E3",23,6,14
"241","unstructured",241,30,1,"C2.B.E3.A3.B.E2.",4,"A3",3,6,14
"242","unstructured",242,30,1,"C2.B.E3.A3.B.E2.",5,"B",4,6,14
"243","unstructured",243,30,1,"C2.B.E3.A3.B.E2.",6,"E2",22,6,14
"244","unstructured",244,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"245","unstructured",245,31,1,"B.A1.E3.C3.",1,"B",4,3,14
"246","unstructured",246,31,1,"B.A1.E3.C3.",2,"A1",1,3,14
"247","unstructured",247,31,1,"B.A1.E3.C3.",3,"E3",23,3,14
"248","unstructured",248,31,1,"B.A1.E3.C3.",4,"C3",13,3,14
"249","unstructured",249,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"250","unstructured",250,32,1,"D.C3.F.D.B.E2.F.A2.",1,"D",14,23,14
"251","unstructured",251,32,1,"D.C3.F.D.B.E2.F.A2.",2,"C3",13,23,14
"252","unstructured",252,32,1,"D.C3.F.D.B.E2.F.A2.",3,"F",24,23,14
"253","unstructured",253,32,1,"D.C3.F.D.B.E2.F.A2.",4,"D",14,23,14
"254","unstructured",254,32,1,"D.C3.F.D.B.E2.F.A2.",5,"B",4,23,14
"255","unstructured",255,32,1,"D.C3.F.D.B.E2.F.A2.",6,"E2",22,23,14
"256","unstructured",256,32,1,"D.C3.F.D.B.E2.F.A2.",7,"F",24,23,14
"257","unstructured",257,32,1,"D.C3.F.D.B.E2.F.A2.",8,"A2",2,23,14
"258","unstructured",258,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"259","unstructured",259,33,1,"E3.D.F.D.B.F.E1.B.",1,"E3",23,20,14
"260","unstructured",260,33,1,"E3.D.F.D.B.F.E1.B.",2,"D",14,20,14
"261","unstructured",261,33,1,"E3.D.F.D.B.F.E1.B.",3,"F",24,20,14
"262","unstructured",262,33,1,"E3.D.F.D.B.F.E1.B.",4,"D",14,20,14
"263","unstructured",263,33,1,"E3.D.F.D.B.F.E1.B.",5,"B",4,20,14
"264","unstructured",264,33,1,"E3.D.F.D.B.F.E1.B.",6,"F",24,20,14
"265","unstructured",265,33,1,"E3.D.F.D.B.F.E1.B.",7,"E1",21,20,14
"266","unstructured",266,33,1,"E3.D.F.D.B.F.E1.B.",8,"B",4,20,14
"267","unstructured",267,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"268","unstructured",268,NA,NA,NA,0,"silence_interblock_1250ms",99,NA,NA
"269","unstructured",269,34,2,"D.A3.E3.A2.F.D.",1,"D",14,9,20
"270","unstructured",270,34,2,"D.A3.E3.A2.F.D.",2,"A3",3,9,20
"271","unstructured",271,34,2,"D.A3.E3.A2.F.D.",3,"E3",23,9,20
"272","unstructured",272,34,2,"D.A3.E3.A2.F.D.",4,"A2",2,9,20
"273","unstructured",273,34,2,"D.A3.E3.A2.F.D.",5,"F",24,9,20
"274","unstructured",274,34,2,"D.A3.E3.A2.F.D.",6,"D",14,9,20
"275","unstructured",275,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"276","unstructured",276,35,2,"D.F.E1.F.A3.E3.",1,"D",14,12,20
"277","unstructured",277,35,2,"D.F.E1.F.A3.E3.",2,"F",24,12,20
"278","unstructured",278,35,2,"D.F.E1.F.A3.E3.",3,"E1",21,12,20
"279","unstructured",279,35,2,"D.F.E1.F.A3.E3.",4,"F",24,12,20
"280","unstructured",280,35,2,"D.F.E1.F.A3.E3.",5,"A3",3,12,20
"281","unstructured",281,35,2,"D.F.E1.F.A3.E3.",6,"E3",23,12,20
"282","unstructured",282,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"283","unstructured",283,36,2,"B.E2.C2.F.",1,"B",4,3,20
"284","unstructured",284,36,2,"B.E2.C2.F.",2,"E2",22,3,20
"285","unstructured",285,36,2,"B.E2.C2.F.",3,"C2",12,3,20
"286","unstructured",286,36,2,"B.E2.C2.F.",4,"F",24,3,20
"287","unstructured",287,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"288","unstructured",288,37,2,"C3.D.A2.D.B.A3.C1.B.",1,"C3",13,20,20
"289","unstructured",289,37,2,"C3.D.A2.D.B.A3.C1.B.",2,"D",14,20,20
"290","unstructured",290,37,2,"C3.D.A2.D.B.A3.C1.B.",3,"A2",2,20,20
"291","unstructured",291,37,2,"C3.D.A2.D.B.A3.C1.B.",4,"D",14,20,20
"292","unstructured",292,37,2,"C3.D.A2.D.B.A3.C1.B.",5,"B",4,20,20
"293","unstructured",293,37,2,"C3.D.A2.D.B.A3.C1.B.",6,"A3",3,20,20
"294","unstructured",294,37,2,"C3.D.A2.D.B.A3.C1.B.",7,"C1",11,20,20
"295","unstructured",295,37,2,"C3.D.A2.D.B.A3.C1.B.",8,"B",4,20,20
"296","unstructured",296,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"297","unstructured",297,38,2,"C2.D.A1.E2.A2.F.D.B.",1,"C2",12,21,20
"298","unstructured",298,38,2,"C2.D.A1.E2.A2.F.D.B.",2,"D",14,21,20
"299","unstructured",299,38,2,"C2.D.A1.E2.A2.F.D.B.",3,"A1",1,21,20
"300","unstructured",300,38,2,"C2.D.A1.E2.A2.F.D.B.",4,"E2",22,21,20
"301","unstructured",301,38,2,"C2.D.A1.E2.A2.F.D.B.",5,"A2",2,21,20
"302","unstructured",302,38,2,"C2.D.A1.E2.A2.F.D.B.",6,"F",24,21,20
"303","unstructured",303,38,2,"C2.D.A1.E2.A2.F.D.B.",7,"D",14,21,20
"304","unstructured",304,38,2,"C2.D.A1.E2.A2.F.D.B.",8,"B",4,21,20
"305","unstructured",305,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"306","unstructured",306,39,2,"D.F.A2.D.B.C1.A1.E1.",1,"D",14,23,20
