"","condition","stimulus_number","trial_number","block_number","sequence","stimulus_position_in_trial","stimulus_id","stimulus_trigger_code","sequence_id","block_id"
"61","local",61,8,1,"A1.B.E1.F.",2,"B",4,3,7
"62","local",62,8,1,"A1.B.E1.F.",3,"E1",21,3,7
"63","local",63,8,1,"A1.B.E1.F.",4,"F",24,3,7
"64","local",64,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"65","local",65,9,1,"C3.D.E1.F.C1.D.",1,"C3",13,5,7
"66","local",66,9,1,"C3.D.E1.F.C1.D.",2,"D",14,5,7
"67","local",67,9,1,"C3.D.E1.F.C1.D.",3,"E1",21,5,7
"68","local",68,9,1,"C3.D.E1.F.C1.D.",4,"F",24,5,7
"69","local",69,9,1,"C3.D.E1.F.C1.D.",5,"C1",11,5,7
"70","local",70,9,1,"C3.D.E1.F.C1.D.",6,"D",14,5,7
"71","local",71,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"72","local",72,10,1,"C1.D.E1.F.A1.B.E3.F.",1,"C1",11,17,7
"73","local",73,10,1,"C1.D.E1.F.A1.B.E3.F.",2,"D",14,17,7
"74","local",74,10,1,"C1.D.E1.F.A1.B.E3.F.",3,"E1",21,17,7
"75","local",75,10,1,"C1.D.E1.F.A1.B.E3.F.",4,"F",24,17,7
"76","local",76,10,1,"C1.D.E1.F.A1.B.E3.F.",5,"A1",1,17,7
"77","local",77,10,1,"C1.D.E1.F.A1.B.E3.F.",6,"B",4,17,7
"78","local",78,10,1,"C1.D.E1.F.A1.B.E3.F.",7,"E3",23,17,7
"79","local",79,10,1,"C1.D.E1.F.A1.B.E3.F.",8,"F",24,17,7
"80","local",80,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"81","local",81,11,1,"A2.B.E1.F.A3.B.E2.F.",1,"A2",2,25,7
"82","local",82,11,1,"A2.B.E1.F.A3.B.E2.F.",2,"B",4,25,7
"83","local",83,11,1,"A2.B.E1.F.A3.B.E2.F.",3,"E1",21,25,7
"84","local",84,11,1,"A2.B.E1.F.A3.B.E2.F.",4,"F",24,25,7
"85","local",85,11,1,"A2.B.E1.F.A3.B.E2.F.",5,"A3",3,25,7
"86","local",86,11,1,"A2.B.E1.F.A3.B.E2.F.",6,"B",4,25,7
"87","local",87,11,1,"A2.B.E1.F.A3.B.E2.F.",7,"E2",22,25,7
"88","local",88,11,1,"A2.B.E1.F.A3.B.E2.F.",8,"F",24,25,7
"89","local",89,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"90","local",90,12,1,"A1.B.E3.F.A2.B.C2.D.",1,"A1",1,28,7
"91","local",91,12,1,"A1.B.E3.F.A2.B.C2.D.",2,"B",4,28,7
"92","local",92,12,1,"A1.B.E3.F.A2.B.C2.D.",3,"E3",23,28,7
"93","local",93,12,1,"A1.B.E3.F.A2.B.C2.D.",4,"F",24,28,7
"94","local",94,12,1,"A1.B.E3.F.A2.B.C2.D.",5,"A2",2,28,7
"95","local",95,12,1,"A1.B.E3.F.A2.B.C2.D.",6,"B",4,28,7
"96","local",96,12,1,"A1.B.E3.F.A2.B.C2.D.",7,"C2",12,28,7
"97","local",97,12,1,"A1.B.E3.F.A2.B.C2.D.",8,"D",14,28,7
"98","local",98,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"99","local",99,13,1,"A3.B.E1.F.C2.D.E2.F.",1,"A3",3,21,7
"100","local",100,13,1,"A3.B.E1.F.C2.D.E2.F.",2,"B",4,21,7
"101","local",101,13,1,"A3.B.E1.F.C2.D.E2.F.",3,"E1",21,21,7
"102","local",102,13,1,"A3.B.E1.F.C2.D.E2.F.",4,"F",24,21,7
"103","local",103,13,1,"A3.B.E1.F.C2.D.E2.F.",5,"C2",12,21,7
"104","local",104,13,1,"A3.B.E1.F.C2.D.E2.F.",6,"D",14,21,7
"105","local",105,13,1,"A3.B.E1.F.C2.D.E2.F.",7,"E2",22,21,7
"106","local",106,13,1,"A3.B.E1.F.C2.D.E2.F.",8,"F",24,21,7
"107","local",107,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"108","local",108,14,1,"E3.F.C2.D.",1,"E3",23,2,7
"109","local",109,14,1,"E3.F.C2.D.",2,"F",24,2,7
"110","local",110,14,1,"E3.F.C2.D.",3,"C2",12,2,7
"111","local",111,14,1,"E3.F.C2.D.",4,"D",14,2,7
"112","local",112,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"113","local",113,15,1,"C2.D.A2.B.C3.D.A3.B.",1,"C2",12,26,7
"114","local",114,15,1,"C2.D.A2.B.C3.D.A3.B.",2,"D",14,26,7
"115","local",115,15,1,"C2.D.A2.B.C3.D.A3.B.",3,"A2",2,26,7
"116","local",116,15,1,"C2.D.A2.B.C3.D.A3.B.",4,"B",4,26,7
"117","local",117,15,1,"C2.D.A2.B.C3.D.A3.B.",5,"C3",13,26,7
"118","local",118,15,1,"C2.D.A2.B.C3.D.A3.B.",6,"D",14,26,7
"119","local",119,15,1,"C2.D.A2.B.C3.D.A3.B.",7,"A3",3,26,7
"120","local",120,15,1,"C2.D.A2.B.C3.D.A3.B.",8,"B",4,26,7
"121","local",121,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"122","local",122,16,1,"A3.B.C2.D.A1.B.",1,"A3",3,4,7
"123","local",123,16,1,"A3.B.C2.D.A1.B.",2,"B",4,4,7
"124","local",124,16,1,"A3.B.C2.D.A1.B.",3,"C2",12,4,7
"125","local",125,16,1,"A3.B.C2.D.A1.B.",4,"D",14,4,7
"126","local",126,16,1,"A3.B.C2.D.A1.B.",5,"A1",1,4,7
"127","local",127,16,1,"A3.B.C2.D.A1.B.",6,"B",4,4,7
"128","local",128,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"129","local",129,17,1,"E2.F.C3.D.E3.F.",1,"E2",22,7,7
"130","local",130,17,1,"E2.F.C3.D.E3.F.",2,"F",24,7,7
"131","local",131,17,1,"E2.F.C3.D.E3.F.",3,"C3",13,7,7
"132","local",132,17,1,"E2.F.C3.D.E3.F.",4,"D",14,7,7
"133","local",133,17,1,"E2.F.C3.D.E3.F.",5,"E3",23,7,7
"134","local",134,17,1,"E2.F.C3.D.E3.F.",6,"F",24,7,7
"135","local",135,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"136","local",136,18,1,"E1.F.C2.D.E2.F.C3.D.",1,"E1",21,27,7
"137","local",137,18,1,"E1.F.C2.D.E2.F.C3.D.",2,"F",24,27,7
"138","local",138,18,1,"E1.F.C2.D.E2.F.C3.D.",3,"C2",12,27,7
"139","local",139,18,1,"E1.F.C2.D.E2.F.C3.D.",4,"D",14,27,7
"140","local",140,18,1,"E1.F.C2.D.E2.F.C3.D.",5,"E2",22,27,7
"141","local",141,18,1,"E1.F.C2.D.E2.F.C3.D.",6,"F",24,27,7
"142","local",142,18,1,"E1.F.C2.D.E2.F.C3.D.",7,"C3",13,27,7
"143","local",143,18,1,"E1.F.C2.D.E2.F.C3.D.",8,"D",14,27,7
"144","local",144,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"145","local",145,19,1,"C1.D.E3.F.C3.D.A1.B.",1,"C1",11,24,7
"146","local",146,19,1,"C1.D.E3.F.C3.D.A1.B.",2,"D",14,24,7
"147","local",147,19,1,"C1.D.E3.F.C3.D.A1.B.",3,"E3",23,24,7
"148","local",148,19,1,"C1.D.E3.F.C3.D.A1.B.",4,"F",24,24,7
"149","local",149,19,1,"C1.D.E3.F.C3.D.A1.B.",5,"C3",13,24,7
"150","local",150,19,1,"C1.D.E3.F.C3.D.A1.B.",6,"D",14,24,7
"151","local",151,19,1,"C1.D.E3.F.C3.D.A1.B.",7,"A1",1,24,7
"152","local",152,19,1,"C1.D.E3.F.C3.D.A1.B.",8,"B",4,24,7
"153","local",153,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"154","local",154,20,1,"C2.D.A1.B.E1.F.",1,"C2",12,12,7
"155","local",155,20,1,"C2.D.A1.B.E1.F.",2,"D",14,12,7
"156","local",156,20,1,"C2.D.A1.B.E1.F.",3,"A1",1,12,7
"157","local",157,20,1,"C2.D.A1.B.E1.F.",4,"B",4,12,7
"158","local",158,20,1,"C2.D.A1.B.E1.F.",5,"E1",21,12,7
"159","local",159,20,1,"C2.D.A1.B.E1.F.",6,"F",24,12,7
"160","local",160,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"161","local",161,21,1,"E3.F.C1.D.E3.F.A2.B.",1,"E3",23,30,7
"162","local",162,21,1,"E3.F.C1.D.E3.F.A2.B.",2,"F",24,30,7
"163","local",163,21,1,"E3.F.C1.D.E3.F.A2.B.",3,"C1",11,30,7
"164","local",164,21,1,"E3.F.C1.D.E3.F.A2.B.",4,"D",14,30,7
"165","local",165,21,1,"E3.F.C1.D.E3.F.A2.B.",5,"E3",23,30,7
"166","local",166,21,1,"E3.F.C1.D.E3.F.A2.B.",6,"F",24,30,7
"167","local",167,21,1,"E3.F.C1.D.E3.F.A2.B.",7,"A2",2,30,7
"168","local",168,21,1,"E3.F.C1.D.E3.F.A2.B.",8,"B",4,30,7
"169","local",169,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"170","local",170,22,1,"C2.D.E2.F.A3.B.C3.D.",1,"C2",12,13,7
"171","local",171,22,1,"C2.D.E2.F.A3.B.C3.D.",2,"D",14,13,7
"172","local",172,22,1,"C2.D.E2.F.A3.B.C3.D.",3,"E2",22,13,7
"173","local",173,22,1,"C2.D.E2.F.A3.B.C3.D.",4,"F",24,13,7
"174","local",174,22,1,"C2.D.E2.F.A3.B.C3.D.",5,"A3",3,13,7
"175","local",175,22,1,"C2.D.E2.F.A3.B.C3.D.",6,"B",4,13,7
"176","local",176,22,1,"C2.D.E2.F.A3.B.C3.D.",7,"C3",13,13,7
"177","local",177,22,1,"C2.D.E2.F.A3.B.C3.D.",8,"D",14,13,7
"178","local",178,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"179","local",179,23,1,"A1.B.C1.D.A3.B.E3.F.",1,"A1",1,23,7
"180","local",180,23,1,"A1.B.C1.D.A3.B.E3.F.",2,"B",4,23,7
"181","local",181,23,1,"A1.B.C1.D.A3.B.E3.F.",3,"C1",11,23,7
"182","local",182,23,1,"A1.B.C1.D.A3.B.E3.F.",4,"D",14,23,7
"183","local",183,23,1,"A1.B.C1.D.A3.B.E3.F.",5,"A3",3,23,7
"184","local",184,23,1,"A1.B.C1.D.A3.B.E3.F.",6,"B",4,23,7
"185","local",185,23,1,"A1.B.C1.D.A3.B.E3.F.",7,"E3",23,23,7
"186","local",186,23,1,"A1.B.C1.D.A3.B.E3.F.",8,"F",24,23,7
"187","local",187,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"188","local",188,24,1,"A3.B.E2.F.A1.B.",1,"A3",3,8,7
"189","local",189,24,1,"A3.B.E2.F.A1.B.",2,"B",4,8,7
"190","local",190,24,1,"A3.B.E2.F.A1.B.",3,"E2",22,8,7
"191","local",191,24,1,"A3.B.E2.F.A1.B.",4,"F",24,8,7
"192","local",192,24,1,"A3.B.E2.F.A1.B.",5,"A1",1,8,7
"193","local",193,24,1,"A3.B.E2.F.A1.B.",6,"B",4,8,7
"194","local",194,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"195","local",195,25,1,"C3.D.A3.B.C1.D.",1,"C3",13,9,7
"196","local",196,25,1,"C3.D.A3.B.C1.D.",2,"D",14,9,7
"197","local",197,25,1,"C3.D.A3.B.C1.D.",3,"A3",3,9,7
"198","local",198,25,1,"C3.D.A3.B.C1.D.",4,"B",4,9,7
"199","local",199,25,1,"C3.D.A3.B.C1.D.",5,"C1",11,9,7
"200","local",200,25,1,"C3.D.A3.B.C1.D.",6,"D",14,9,7
"201","local",201,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"202","local",202,26,1,"E3.F.A1.B.E2.F.C1.D.",1,"E3",23,22,7
"203","local",203,26,1,"E3.F.A1.B.E2.F.C1.D.",2,"F",24,22,7
"204","local",204,26,1,"E3.F.A1.B.E2.F.C1.D.",3,"A1",1,22,7
"205","local",205,26,1,"E3.F.A1.B.E2.F.C1.D.",4,"B",4,22,7
"206","local",206,26,1,"E3.F.A1.B.E2.F.C1.D.",5,"E2",22,22,7
"207","local",207,26,1,"E3.F.A1.B.E2.F.C1.D.",6,"F",24,22,7
"208","local",208,26,1,"E3.F.A1.B.E2.F.C1.D.",7,"C1",11,22,7
"209","local",209,26,1,"E3.F.A1.B.E2.F.C1.D.",8,"D",14,22,7
"210","local",210,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"211","local",211,27,1,"E2.F.A2.B.E3.F.",1,"E2",22,6,7
"212","local",212,27,1,"E2.F.A2.B.E3.F.",2,"F",24,6,7
"213","local",213,27,1,"E2.F.A2.B.E3.F.",3,"A2",2,6,7
"214","local",214,27,1,"E2.F.A2.B.E3.F.",4,"B",4,6,7
"215","local",215,27,1,"E2.F.A2.B.E3.F.",5,"E3",23,6,7
"216","local",216,27,1,"E2.F.A2.B.E3.F.",6,"F",24,6,7
"217","local",217,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"218","local",218,28,1,"C3.D.A2.B.E1.F.A3.B.",1,"C3",13,19,7
"219","local",219,28,1,"C3.D.A2.B.E1.F.A3.B.",2,"D",14,19,7
"220","local",220,28,1,"C3.D.A2.B.E1.F.A3.B.",3,"A2",2,19,7
"221","local",221,28,1,"C3.D.A2.B.E1.F.A3.B.",4,"B",4,19,7
"222","local",222,28,1,"C3.D.A2.B.E1.F.A3.B.",5,"E1",21,19,7
"223","local",223,28,1,"C3.D.A2.B.E1.F.A3.B.",6,"F",24,19,7
"224","local",224,28,1,"C3.D.A2.B.E1.F.A3.B.",7,"A3",3,19,7
"225","local",225,28,1,"C3.D.A2.B.E1.F.A3.B.",8,"B",4,19,7
"226","local",226,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"227","local",227,29,1,"C1.D.A1.B.C2.D.E1.F.",1,"C1",11,29,7
"228","local",228,29,1,"C1.D.A1.B.C2.D.E1.F.",2,"D",14,29,7
"229","local",229,29,1,"C1.D.A1.B.C2.D.E1.F.",3,"A1",1,29,7
"230","local",230,29,1,"C1.D.A1.B.C2.D.E1.F.",4,"B",4,29,7
"231","local",231,29,1,"C1.D.A1.B.C2.D.E1.F.",5,"C2",12,29,7
"232","local",232,29,1,"C1.D.A1.B.C2.D.E1.F.",6,"D",14,29,7
"233","local",233,29,1,"C1.D.A1.B.C2.D.E1.F.",7,"E1",21,29,7
"234","local",234,29,1,"C1.D.A1.B.C2.D.E1.F.",8,"F",24,29,7
"235","local",235,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"236","local",236,30,1,"C1.D.A2.B.",1,"C1",11,1,7
"237","local",237,30,1,"C1.D.A2.B.",2,"D",14,1,7
"238","local",238,30,1,"C1.D.A2.B.",3,"A2",2,1,7
"239","local",239,30,1,"C1.D.A2.B.",4,"B",4,1,7
"240","local",240,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"241","local",241,31,1,"E2.F.A3.B.E3.F.A2.B.",1,"E2",22,32,7
"242","local",242,31,1,"E2.F.A3.B.E3.F.A2.B.",2,"F",24,32,7
"243","local",243,31,1,"E2.F.A3.B.E3.F.A2.B.",3,"A3",3,32,7
"244","local",244,31,1,"E2.F.A3.B.E3.F.A2.B.",4,"B",4,32,7
"245","local",245,31,1,"E2.F.A3.B.E3.F.A2.B.",5,"E3",23,32,7
"246","local",246,31,1,"E2.F.A3.B.E3.F.A2.B.",6,"F",24,32,7
"247","local",247,31,1,"E2.F.A3.B.E3.F.A2.B.",7,"A2",2,32,7
"248","local",248,31,1,"E2.F.A3.B.E3.F.A2.B.",8,"B",4,32,7
"249","local",249,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"250","local",250,32,1,"A2.B.C3.D.E2.F.A3.B.",1,"A2",2,15,7
"251","local",251,32,1,"A2.B.C3.D.E2.F.A3.B.",2,"B",4,15,7
"252","local",252,32,1,"A2.B.C3.D.E2.F.A3.B.",3,"C3",13,15,7
"253","local",253,32,1,"A2.B.C3.D.E2.F.A3.B.",4,"D",14,15,7
"254","local",254,32,1,"A2.B.C3.D.E2.F.A3.B.",5,"E2",22,15,7
"255","local",255,32,1,"A2.B.C3.D.E2.F.A3.B.",6,"F",24,15,7
"256","local",256,32,1,"A2.B.C3.D.E2.F.A3.B.",7,"A3",3,15,7
"257","local",257,32,1,"A2.B.C3.D.E2.F.A3.B.",8,"B",4,15,7
"258","local",258,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"259","local",259,33,1,"E1.F.A3.B.C3.D.E2.F.",1,"E1",21,14,7
"260","local",260,33,1,"E1.F.A3.B.C3.D.E2.F.",2,"F",24,14,7
"261","local",261,33,1,"E1.F.A3.B.C3.D.E2.F.",3,"A3",3,14,7
"262","local",262,33,1,"E1.F.A3.B.C3.D.E2.F.",4,"B",4,14,7
"263","local",263,33,1,"E1.F.A3.B.C3.D.E2.F.",5,"C3",13,14,7
"264","local",264,33,1,"E1.F.A3.B.C3.D.E2.F.",6,"D",14,14,7
"265","local",265,33,1,"E1.F.A3.B.C3.D.E2.F.",7,"E2",22,14,7
"266","local",266,33,1,"E1.F.A3.B.C3.D.E2.F.",8,"F",24,14,7
"267","local",267,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"268","local",268,NA,NA,NA,0,"silence_interblock_1250ms",99,NA,NA
"269","local",269,34,2,"C1.D.A3.B.E3.F.A1.B.",1,"C1",11,19,20
"270","local",270,34,2,"C1.D.A3.B.E3.F.A1.B.",2,"D",14,19,20
"271","local",271,34,2,"C1.D.A3.B.E3.F.A1.B.",3,"A3",3,19,20
"272","local",272,34,2,"C1.D.A3.B.E3.F.A1.B.",4,"B",4,19,20
"273","local",273,34,2,"C1.D.A3.B.E3.F.A1.B.",5,"E3",23,19,20
"274","local",274,34,2,"C1.D.A3.B.E3.F.A1.B.",6,"F",24,19,20
"275","local",275,34,2,"C1.D.A3.B.E3.F.A1.B.",7,"A1",1,19,20
"276","local",276,34,2,"C1.D.A3.B.E3.F.A1.B.",8,"B",4,19,20
"277","local",277,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"278","local",278,35,2,"C3.D.E1.F.A1.B.C1.D.",1,"C3",13,13,20
"279","local",279,35,2,"C3.D.E1.F.A1.B.C1.D.",2,"D",14,13,20
"280","local",280,35,2,"C3.D.E1.F.A1.B.C1.D.",3,"E1",21,13,20
"281","local",281,35,2,"C3.D.E1.F.A1.B.C1.D.",4,"F",24,13,20
"282","local",282,35,2,"C3.D.E1.F.A1.B.C1.D.",5,"A1",1,13,20
"283","local",283,35,2,"C3.D.E1.F.A1.B.C1.D.",6,"B",4,13,20
"284","local",284,35,2,"C3.D.E1.F.A1.B.C1.D.",7,"C1",11,13,20
"285","local",285,35,2,"C3.D.E1.F.A1.B.C1.D.",8,"D",14,13,20
"286","local",286,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"287","local",287,36,2,"C1.D.A1.B.C2.D.",1,"C1",11,9,20
"288","local",288,36,2,"C1.D.A1.B.C2.D.",2,"D",14,9,20
"289","local",289,36,2,"C1.D.A1.B.C2.D.",3,"A1",1,9,20
"290","local",290,36,2,"C1.D.A1.B.C2.D.",4,"B",4,9,20
"291","local",291,36,2,"C1.D.A1.B.C2.D.",5,"C2",12,9,20
"292","local",292,36,2,"C1.D.A1.B.C2.D.",6,"D",14,9,20
"293","local",293,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"294","local",294,37,2,"C2.D.A2.B.C3.D.E3.F.",1,"C2",12,29,20
"295","local",295,37,2,"C2.D.A2.B.C3.D.E3.F.",2,"D",14,29,20
"296","local",296,37,2,"C2.D.A2.B.C3.D.E3.F.",3,"A2",2,29,20
"297","local",297,37,2,"C2.D.A2.B.C3.D.E3.F.",4,"B",4,29,20
"298","local",298,37,2,"C2.D.A2.B.C3.D.E3.F.",5,"C3",13,29,20
"299","local",299,37,2,"C2.D.A2.B.C3.D.E3.F.",6,"D",14,29,20
"300","local",300,37,2,"C2.D.A2.B.C3.D.E3.F.",7,"E3",23,29,20
"301","local",301,37,2,"C2.D.A2.B.C3.D.E3.F.",8,"F",24,29,20
"302","local",302,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"303","local",303,38,2,"C1.D.E1.F.C2.D.E3.F.",1,"C1",11,31,20
"304","local",304,38,2,"C1.D.E1.F.C2.D.E3.F.",2,"D",14,31,20
"305","local",305,38,2,"C1.D.E1.F.C2.D.E3.F.",3,"E1",21,31,20
"306","local",306,38,2,"C1.D.E1.F.C2.D.E3.F.",4,"F",24,31,20
"307","local",307,38,2,"C1.D.E1.F.C2.D.E3.F.",5,"C2",12,31,20
"308","local",308,38,2,"C1.D.E1.F.C2.D.E3.F.",6,"D",14,31,20
"309","local",309,38,2,"C1.D.E1.F.C2.D.E3.F.",7,"E3",23,31,20
"310","local",310,38,2,"C1.D.E1.F.C2.D.E3.F.",8,"F",24,31,20
"311","local",311,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"312","local",312,39,2,"E3.F.A1.B.C1.D.E1.F.",1,"E3",23,14,20
"313","local",313,39,2,"E3.F.A1.B.C1.D.E1.F.",2,"F",24,14,20
"314","local",314,39,2,"E3.F.A1.B.C1.D.E1.F.",3,"A1",1,14,20
"315","local",315,39,2,"E3.F.A1.B.C1.D.E1.F.",4,"B",4,14,20
"316","local",316,39,2,"E3.F.A1.B.C1.D.E1.F.",5,"C1",11,14,20
"317","local",317,39,2,"E3.F.A1.B.C1.D.E1.F.",6,"D",14,14,20
"318","local",318,39,2,"E3.F.A1.B.C1.D.E1.F.",7,"E1",21,14,20
"319","local",319,39,2,"E3.F.A1.B.C1.D.E1.F.",8,"F",24,14,20
"320","local",320,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"321","local",321,40,2,"A1.B.E1.F.A2.B.",1,"A1",1,8,20
"322","local",322,40,2,"A1.B.E1.F.A2.B.",2,"B",4,8,20
"323","local",323,40,2,"A1.B.E1.F.A2.B.",3,"E1",21,8,20
"324","local",324,40,2,"A1.B.E1.F.A2.B.",4,"F",24,8,20
"325","local",325,40,2,"A1.B.E1.F.A2.B.",5,"A2",2,8,20
"326","local",326,40,2,"A1.B.E1.F.A2.B.",6,"B",4,8,20
